"","taxonomy_id","Perct","Reads","Specific_reads","Level","Taxa_names","species","Kingdom","Gram+/-","菌属中文名","菌种中文名","名词解释","ss_esti"
"112",863372,0.000346290364470609,20,20,"S","Herbaspirillum huttiense","Herbaspirillum huttiense","Bacteria",NA,NA,NA,NA,0
"113",913969,0.00361873430871786,209,209,"S","Knoellia flava","Knoellia flava","Bacteria",NA,NA,NA,NA,209
"114",980427,0.000242403255129426,14,14,"S","Deinococcus wulumuqiensis","Deinococcus wulumuqiensis","Bacteria",NA,NA,NA,NA,14
"115",1016987,0.000675266210717687,39,39,"S","Novosphingobium sp. THN1","Novosphingobium sp. THN1","Bacteria",NA,NA,NA,NA,39
"116",1045808,0.0011947017574236,69,69,"S","Rhodococcus sp. YL-1","Rhodococcus sp. YL-1","Bacteria","G+","红球菌属","红球菌属","0",-0.674490759476595
"117",1069963,0.00131590338498831,76,76,"S","Janibacter alkaliphilus","Janibacter alkaliphilus","Bacteria",NA,NA,NA,NA,2.39137632905338
"118",1078471,0.000883040429400052,51,51,"S","Serinicoccus profundi","Serinicoccus profundi","Bacteria",NA,NA,NA,NA,51
"119",1101373,0.00100424205696476,58,58,"S","Tepidimonas fonticaldi","Tepidimonas fonticaldi","Bacteria",NA,NA,NA,NA,0.674490759476595
"120",1107316,0.000727209765388278,42,42,"S","Neisseria oralis","Neisseria oralis","Bacteria",NA,NA,NA,NA,0.674490759476595
"121",1147042,8.93734918223255e-06,1,1,"S","Staphylococcus phage StB12","Staphylococcus phage StB12","Viruses","vir",NA,"噬菌体","0",0
"122",1159556,0.000105879861650314,18,18,"S","Ustilaginoidea virens","Ustilaginoidea virens","Eukaryota",NA,NA,NA,NA,0
"123",1231134,0.000900354947623582,52,52,"S","Rhodovulum viride","Rhodovulum viride","Bacteria",NA,NA,NA,NA,52
"124",1232427,0.00140247597610596,81,81,"S","Corynebacterium ihumii","Corynebacterium ihumii","Bacteria",NA,NA,NA,NA,0.981077468329593
"125",1234680,0.000727209765388278,42,42,"S","Streptococcus rubneri","Streptococcus rubneri","Bacteria",NA,NA,NA,NA,42
"126",1347891,0.00779153320058869,450,450,"S","Naumannella cuiyingiana","Naumannella cuiyingiana","Bacteria",NA,NA,NA,NA,450
"127",1432564,0.000865725911176522,50,50,"S","Brachybacterium aquaticum","Brachybacterium aquaticum","Bacteria",NA,NA,NA,NA,0
"128",1434319,1.78746983644651e-05,2,2,"S1","Staphylococcus phage vB_SepS_SEP9","Sextaecvirus SEP9","Viruses","vir",NA,"噬菌体","0",0.674490759476595
"129",1463165,0.00138516145788243,80,80,"S","Klebsiella quasipneumoniae","Klebsiella quasipneumoniae","Bacteria","G-","克雷伯菌属","0","0",80
"130",1500386,6.25614442756278e-05,7,7,"S1","Staphylococcus phage 6ec","Sextaecvirus sextaec","Viruses","vir",NA,"噬菌体","0",7
"131",1538102,0.000848411392952991,49,49,"S","Pseudochelatococcus lubricantis","Pseudochelatococcus lubricantis","Bacteria",NA,NA,NA,NA,-0.674490759476595
"132",1545044,0.0031858713531296,184,184,"S","Paracoccus sanguinis","Paracoccus sanguinis","Bacteria",NA,NA,NA,NA,1.12415126579433
"133",1583331,0.00244134706951779,141,141,"S","Porphyromonas pasteri","Porphyromonas pasteri","Bacteria",NA,NA,NA,NA,3.1296371239714
"134",1631743,0.000536750064929443,31,31,"S","Brevibacterium ihuae","Brevibacterium ihuae","Bacteria",NA,NA,NA,NA,0.674490759476595
"135",1655021,8.93734918223255e-06,1,1,"S1","Propionibacterium phage Solid","Pahexavirus solid","Viruses","vir",NA,"噬菌体","0",1
"136",1658672,0.00353216171760021,204,204,"S","Ottowia sp. oral taxon 894","Ottowia sp. oral taxon 894","Bacteria","0","0","0","0",0.674490759476595
"137",1716044,0.000545178300116185,61,61,"S2","Lymphocryptovirus Macaca/pfe-lcl-E3","Lymphocryptovirus macacinegamma10","Viruses",NA,NA,NA,NA,-22.9326858222042
"138",1723645,0.00105618561163536,61,61,"S","Rhodococcus sp. 008","Rhodococcus sp. 008","Bacteria","G+","红球菌属","红球菌属","0",0
"139",1795310,0.000242403255129426,14,14,"S","Paracoccus acridae","Paracoccus acridae","Bacteria",NA,NA,NA,NA,0
"140",1815556,0.000259717773352956,15,15,"S","Paracoccus fontiphilus","Paracoccus fontiphilus","Bacteria",NA,NA,NA,NA,0
"141",1902136,0.000571379101376504,33,33,"S","Streptococcus sp. NPS 308","Streptococcus sp. NPS 308","Bacteria","G+","链球菌属","链球菌属","0",33
"142",1915382,0.00384382304562376,222,222,"S","Paracoccus aerius","Paracoccus aerius","Bacteria",NA,NA,NA,NA,1.62915460365885
"143",1922246,0,7,0,"S","Sextaecvirus sextaec","Sextaecvirus sextaec","Viruses",NA,NA,NA,NA,0
"144",1922247,0,2,0,"S","Sextaecvirus SEP9","Sextaecvirus SEP9","Viruses",NA,NA,NA,NA,0
"145",1955272,0.00408622630075318,236,236,"S","Allobacillus salarius","Allobacillus salarius","Bacteria",NA,NA,NA,NA,236
"146",1966466,0.00169682278590598,98,98,"S","Paracoccus aeridis","Paracoccus aeridis","Bacteria",NA,NA,NA,NA,0
"147",1979527,0.000484806510258852,28,28,"S","Corynebacterium kefirresidentii","Corynebacterium kefirresidentii","Bacteria",NA,NA,NA,NA,2.36071765816808
"148",1982290,8.93734918223255e-06,1,1,"S","Pahexavirus PHL117M01","Pahexavirus PHL117M01","Viruses",NA,NA,NA,NA,1
"149",1982306,0,1,0,"S","Pahexavirus solid","Pahexavirus solid","Viruses",NA,NA,NA,NA,0
"150",2004710,0.00110812916630595,64,64,"S","Cloacibacterium caeni","Cloacibacterium caeni","Bacteria",NA,NA,NA,NA,64
"151",2014528,0.000328975846247078,19,19,"S","Corynebacterium dentalis","Corynebacterium dentalis","Bacteria",NA,NA,NA,NA,0
"152",2032623,0.000519435546705913,30,30,"S","Paracoccus salipaludis","Paracoccus salipaludis","Bacteria",NA,NA,NA,NA,-2.15263008343594
"153",2045302,0.00370530689983551,214,214,"S","Ottowia massiliensis","Ottowia massiliensis","Bacteria",NA,NA,NA,NA,0
"154",2485125,0.000328975846247078,19,19,"S","Kocuria soli","Kocuria soli","Bacteria",NA,NA,NA,NA,19
"155",2490853,0.0209505670504718,1210,1210,"S","Rhodococcus sp. NJ-530","Rhodococcus sp. NJ-530","Bacteria",NA,NA,NA,NA,-1.01173613921489
"156",2518372,0.00195654055925894,113,113,"S","Nocardioides eburneiflavus","Nocardioides eburneiflavus","Bacteria",NA,NA,NA,NA,113
"157",2560569,0,61,0,"S1","Macacine gammaherpesvirus 10","Lymphocryptovirus macacinegamma10","Viruses",NA,NA,NA,NA,0
"158",2582921,0.000692580728941217,40,40,"S","Haemophilus seminalis","Haemophilus seminalis","Bacteria",NA,NA,NA,NA,40
"159",2591131,8.93734918223255e-06,1,1,"S1","Rhodococcus phage Sleepyhead","Sleepyheadvirus sleepyhead","Viruses",NA,NA,NA,NA,1
"160",2591132,0.000151934936097953,17,17,"S1","Rhodococcus phage Whack","Whackvirus whack","Viruses",NA,NA,NA,NA,0.674490759476595
"161",2718938,0.000346290364470609,20,20,"S","Phyllobacterium sp. 628","Phyllobacterium sp. 628","Bacteria",NA,NA,NA,NA,0.674490759476595
"162",2724178,0.0172279456324128,995,995,"S","Pseudomonas cremoris","Pseudomonas cremoris","Bacteria",NA,NA,NA,NA,1.46628425973173
"163",2761047,0.00161025019478833,93,93,"S","Janibacter sp. YB324","Janibacter sp. YB324","Bacteria",NA,NA,NA,NA,0.674490759476595
"164",2762557,0.000363604882694139,21,21,"S","Campylobacter massiliensis","Campylobacter massiliensis","Bacteria",NA,NA,NA,NA,-2.69796303790638
"165",2781978,0.000242403255129426,14,14,"S","Leifsonia sp. ZF2019","Leifsonia sp. ZF2019","Bacteria",NA,NA,NA,NA,0
"166",2806261,0.000225088736905896,13,13,"S","Janibacter endophyticus","Janibacter endophyticus","Bacteria",NA,NA,NA,NA,0
"167",2811780,0.00202579863215306,117,117,"S","Porphyromonas bobii","Porphyromonas bobii","Bacteria",NA,NA,NA,NA,3.27128018346149
"168",2817027,0.0847891957406285,4897,4897,"S","Phyllobacterium calauticae","Phyllobacterium calauticae","Bacteria",NA,NA,NA,NA,1.56881554426408
"169",2828514,0.00154099212189421,89,89,"S","Actinospica acidithermotolerans","Actinospica acidithermotolerans","Bacteria",NA,NA,NA,NA,89
"170",2837202,0.000277032291576487,16,16,"S","Phosphitispora fastidiosa","Phosphitispora fastidiosa","Bacteria",NA,NA,NA,NA,16
"171",2846061,0,1,0,"S","Sleepyheadvirus sleepyhead","Sleepyheadvirus sleepyhead","Viruses",NA,NA,NA,NA,0
"172",2846064,0,17,0,"S","Whackvirus whack","Whackvirus whack","Viruses",NA,NA,NA,NA,0
"173",2861285,0.00041554843736473,24,24,"S","Brevundimonas sp. PAMC22021","Brevundimonas sp. PAMC22021","Bacteria",NA,NA,NA,NA,0
"174",2888525,0.000380919400917669,22,22,"S","Thermomonas alba","Thermomonas alba","Bacteria",NA,NA,NA,NA,0
"175",2907819,0.00192191152281188,111,111,"S","Nostoc favosum","Nostoc favosum","Bacteria",NA,NA,NA,NA,1.39715943034438
"176",2915939,0.000432862955588261,25,25,"S","Microbacterium kunmingense","Microbacterium kunmingense","Bacteria",NA,NA,NA,NA,25
"177",2929509,0.000692580728941217,40,40,"S","Acinetobacter sp. NyZ410","Acinetobacter sp. NyZ410","Bacteria",NA,NA,NA,NA,40
"178",2963431,0.000744524283611809,43,43,"S","Janibacter sp. CX7","Janibacter sp. CX7","Bacteria",NA,NA,NA,NA,-0.674490759476595
"179",3035915,0.000831096874729461,48,48,"S","Leifsonia virtsii","Leifsonia virtsii","Bacteria",NA,NA,NA,NA,0
"180",3050299,0,111760,0,"S","Lymphocryptovirus humangamma4","Lymphocryptovirus humangamma4","Viruses",NA,NA,NA,NA,0
"181",3050311,0,61,0,"S","Lymphocryptovirus macacinegamma10","Lymphocryptovirus macacinegamma10","Viruses",NA,NA,NA,NA,0
"182",3050314,0,27,0,"S","Lymphocryptovirus macacinegamma4","Lymphocryptovirus macacinegamma4","Viruses",NA,NA,NA,NA,0
"183",3069708,0.000986927538741234,57,57,"S","Brachybacterium sp. GU-2","Brachybacterium sp. GU-2","Bacteria",NA,NA,NA,NA,57
