"","taxonomy_id","Perct","Reads","Specific_reads","Level","Taxa_names","species","Kingdom","Gram+/-","菌属中文名","菌种中文名","名词解释"
"125",2528023,0.00115714818962299,31,31,"S","Urbifossiella limnaea","Urbifossiella limnaea","Bacteria",NA,NA,NA,NA
"126",2558918,0.00130645763344532,35,35,"S","Nocardioides cynanchi","Nocardioides cynanchi","Bacteria",NA,NA,NA,NA
"127",2559073,0.00238895110115715,64,64,"S","Cutibacterium modestum","Cutibacterium modestum","Bacteria",NA,NA,NA,NA
"128",2598453,0.00149309443822322,40,40,"S","Streptococcus sp. 116-D4","Streptococcus sp. 116-D4","Bacteria",NA,NA,NA,NA
"129",2760307,0.00440462859275849,118,118,"S","Paracoccus sp. MC1862","Paracoccus sp. MC1862","Bacteria",NA,NA,NA,NA
"130",2762323,0.00138111235535648,37,37,"S","Variovorax sp. PAMC28562","Variovorax sp. PAMC28562","Bacteria",NA,NA,NA,NA
"131",2807512,0.000485255692422546,13,13,"S","Humisphaera borealis","Humisphaera borealis","Bacteria",NA,NA,NA,NA
"132",2819978,0.00503919372900336,135,135,"S","Cellulomonas fengjieae","Cellulomonas fengjieae","Bacteria",NA,NA,NA,NA
"133",2849779,0.000634565136244868,17,17,"S","Aquihabitans sp. G128","Aquihabitans sp. G128","Bacteria",NA,NA,NA,NA
"134",2884263,0.000709219858156028,19,19,"S","Dermatobacter hominis","Dermatobacter hominis","Bacteria",NA,NA,NA,NA
"135",2913503,0.005337812616648,143,143,"S","Corynebacterium marquesiae","Corynebacterium marquesiae","Bacteria",NA,NA,NA,NA
"136",2984843,0.0115341545352744,309,309,"S","Methylobacterium flocculans","Methylobacterium sp. FF17","Bacteria",NA,NA,NA,NA
"137",3017361,0.00186636804777902,50,50,"S","Corynebacterium sp. SCR221107","Corynebacterium sp. SCR221107","Bacteria",NA,NA,NA,NA
"138",3036300,0.00108249346771183,29,29,"S","Anaerococcus sp. Marseille-Q7828","Anaerococcus sp. Marseille-Q7828","Bacteria",NA,NA,NA,NA
"139",3058963,0.00216498693542367,58,58,"S","Methylomonas montana","Methylomonas sp. MW1","Bacteria",NA,NA,NA,NA
"140",3065396,0.00179171332586786,48,48,"S","Thermocoleostomius sinensis","Thermocoleostomius sinensis","Bacteria",NA,NA,NA,NA
"141",10533,0.0175438596491228,1,1,"S1","Human adenovirus 1","Human mastadenovirus C","Viruses","vir",NA,"人类腺病毒","对呼吸道、胃肠道、尿道和膀胱、眼、肝脏等均可感染，人类腺病毒约1/3的已知血清型通常与人类疾病相关，但一种血清型可引起不同的临床疾患；相反，不同血清型也可引起同一种疾患。"
"142",10863,0.315789473684211,18,18,"S1","Enterobacteria phage f1","Inovirus M13","Viruses","vir",NA,"噬菌体","0"
"143",11008,0.087719298245614,5,5,"S","Saccharomyces cerevisiae virus L-A","Saccharomyces cerevisiae virus L-A","Viruses","vir",NA,"0","0"
"144",12253,0.0350877192982456,2,2,"S","Tomato mosaic virus","Tomato mosaic virus","Viruses","vir",NA,"植物病毒","0"
"145",42478,0.175438596491228,10,10,"S1","Saccharomyces cerevisiae virus L-BC (La)","Saccharomyces cerevisiae virus LBCLa","Viruses","vir",NA,"0","0"
"146",129951,0.210526315789474,13,12,"S","Human mastadenovirus C","Human mastadenovirus C","Viruses","vir",NA,"人类哺乳动物腺病毒","急性呼吸道疾病（acute respiratory diseases，ARD）这一综合征由咽炎、发热、咳嗽和全身不适为特点，常在军队的新兵中流行，多因突然紧张、劳累、聚集等所致。此感染多由腺病毒4、7型引起，也可见于3型。"
"147",186772,0.0175438596491228,1,1,"S","Saccharomyces 20S RNA narnavirus","Saccharomyces 20S RNA narnavirus","Viruses","vir",NA,"0","0"
"148",425279,0.0350877192982456,2,2,"S","Rehmannia mosaic virus","Rehmannia mosaic virus","Viruses","vir",NA,"0","0"
"149",1977402,0,19,0,"S","Inovirus M13","Inovirus M13","Viruses",NA,NA,NA,NA
"150",2170233,0,10,0,"S","Saccharomyces cerevisiae virus LBCLa","Saccharomyces cerevisiae virus LBCLa","Viruses",NA,NA,NA,NA
"151",2776820,0.0350877192982456,2,2,"S1","Erwinia phage PEar6","Lineavirus pear","Viruses",NA,NA,NA,NA
"152",2816848,0.0526315789473684,3,3,"S1","Bangali torovirus","Torovirus banli","Viruses",NA,NA,NA,NA
"153",2847073,0.0175438596491228,1,1,"S1","Escherichia phage fd","Inovirus M13","Viruses",NA,NA,NA,NA
"154",2956124,0,2,0,"S","Lineavirus pear","Lineavirus pear","Viruses",NA,NA,NA,NA
"155",2956540,0,3,0,"S","Torovirus banli","Torovirus banli","Viruses",NA,NA,NA,NA
