"","taxonomy_id","Perct","Reads","Specific_reads","Level","Taxa_names","species","Kingdom","Gram+/-","菌属中文名","菌种中文名","名词解释"
"114",2975952,2.55767558442887e-05,19,19,"S","Actinomycetospora sp. NBC_00405","Actinomycetospora sp. NBC_00405","Bacteria",NA,NA,NA,NA
"115",2984843,0.000141345229665806,105,105,"S","Methylobacterium flocculans","Methylobacterium sp. FF17","Bacteria",NA,NA,NA,NA
"116",3020829,6.73072522218124e-05,50,50,"S","Streptococcus sp. HN38","Streptococcus sp. HN38","Bacteria",NA,NA,NA,NA
"117",3038077,3.49997711553424e-05,26,26,"S","Streptococcus sp. D7B5","Streptococcus sp. D7B5","Bacteria",NA,NA,NA,NA
"118",3077584,3.49997711553424e-05,26,26,"S","Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006","Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006","Bacteria",NA,NA,NA,NA
"119",10617,0.142857142857143,1,1,"S1","Human papillomavirus 4","Gammapapillomavirus 1","Viruses","vir",NA,"人乳头瘤病毒","是皮肤型的HPV，人群感染率非常普遍，如常见的寻常疣、趾疣、扁平疣等，无法得到具体的感染率，比较引起注意到是高危型的HPV感染和外生殖器的低危型HPV感染造成的生殖器疣和宫颈癌，据统计在全球的性病中，HPV感染引起的生殖器疣占15-20%。"
"120",10760,0.142857142857143,1,1,"S1","Escherichia phage T7","Teseptimavirus T7","Viruses",NA,NA,NA,NA
"121",186772,0.142857142857143,1,1,"S","Saccharomyces 20S RNA narnavirus","Saccharomyces 20S RNA narnavirus","Viruses","vir",NA,"0","0"
"122",333926,0,1,0,"S","Gammapapillomavirus 1","Gammapapillomavirus 1","Viruses",NA,NA,NA,NA
"123",1235653,0.142857142857143,1,1,"S1","Propionibacterium phage PHL111M01","Pahexavirus PHL111M01","Viruses","vir",NA,"噬菌体","0"
"124",1833824,0.142857142857143,1,1,"S1","Maize yellow dwarf virus-RMV2","Maize yellow mosaic virus","Viruses","vir",NA,"0","0"
"125",1856642,0,1,0,"S","Maize yellow mosaic virus","Maize yellow mosaic virus","Viruses",NA,NA,NA,NA
"126",1977402,0,2,0,"S","Inovirus M13","Inovirus M13","Viruses",NA,NA,NA,NA
"127",1982284,0,1,0,"S","Pahexavirus PHL111M01","Pahexavirus PHL111M01","Viruses",NA,NA,NA,NA
"128",1985738,0,1,0,"S","Teseptimavirus T7","Teseptimavirus T7","Viruses",NA,NA,NA,NA
"129",2847073,0.285714285714286,2,2,"S1","Escherichia phage fd","Inovirus M13","Viruses",NA,NA,NA,NA
