"","taxonomy_id","Perct","Reads","Specific_reads","Level","Taxa_names","species","Kingdom","Gram+/-","菌属中文名","菌种中文名","名词解释"
"111",492670,0.00128320287437444,40,40,"S","Bacillus velezensis","Bacillus velezensis","Bacteria","G+","芽孢杆菌属","贝莱斯芽孢杆菌","0"
"112",558537,0.00388168869498268,121,121,"S","Delftia lacustris","Delftia lacustris","Bacteria",NA,NA,NA,NA
"113",563996,0.00856537918644938,267,267,"S","Sphingomonas hankookensis","Sphingomonas hankookensis","Bacteria",NA,NA,NA,NA
"114",570505,0.00237392531759271,74,74,"S","Methylobacterium bullatum","Methylobacterium bullatum","Bacteria",NA,NA,NA,NA
"115",574650,0.00195688438342102,61,61,"S","Micrococcus terreus","Micrococcus terreus","Bacteria",NA,NA,NA,NA
"116",642780,0.00166816373668677,52,52,"S","Nocardioides scoriae","Marmoricola scoriae","Bacteria","0","大理石雕菌属","0","韩国济州岛处的火山灰中分离出来的细菌，革兰阳性，需氧，是一种放线菌。"
"117",712435,0.00243808546131143,76,76,"S","Porphyromonas sp. oral taxon 275","Porphyromonas sp. oral taxon 275","Bacteria",NA,NA,NA,NA
"118",1047171,0.0154402102496715,47,47,"S","Zymoseptoria tritici","Zymoseptoria tritici","Eukaryota","fun","","小麦真菌类病原菌","小麦真菌类病原菌"
"119",1123043,0.000384960862312332,12,12,"S","Telmatocola sphagniphila","Telmatocola sphagniphila","Bacteria",NA,NA,NA,NA
"120",1159556,0.0174113009198423,53,53,"S","Ustilaginoidea virens","Ustilaginoidea virens","Eukaryota",NA,NA,NA,NA
"121",1182568,0.00109072244321827,34,34,"S","Deinococcus puniceus","Deinococcus puniceus","Bacteria","0","异常球菌属","0","0"
"122",1263728,0.00224560503015527,70,70,"S","Paracoccus sp. TOH","Paracoccus sp. TOH","Bacteria",NA,NA,NA,NA
"123",1296669,0.000769921724624663,24,24,"S","Aquabacterium olei","Aquabacterium olei","Bacteria",NA,NA,NA,NA
"124",1324352,0.00234184524573335,73,73,"S","Chryseobacterium gallinarum","Chryseobacterium gallinarum","Bacteria","G-","金黄杆菌属","","金黄杆菌属菌种，在德国从鸡中分离出来，革兰阴性，棒状。"
"125",1411621,0.00163608366482741,51,51,"S","Hymenobacter sedentarius","Hymenobacter sedentarius","Bacteria","G-","薄层菌属","0","0"
"126",1463165,0.000513281149749775,16,16,"S","Klebsiella quasipneumoniae","Klebsiella quasipneumoniae","Bacteria","G-","克雷伯菌属","0","0"
"127",1464011,0.0119658668035416,373,373,"S","[Kitasatospora] papulosa","[Kitasatospora] papulosa","Bacteria",NA,NA,NA,NA
"128",1517551,0.0018927242397023,59,59,"S","Sphingomonas sp. HMP6","Sphingomonas sp. HMP6","Bacteria",NA,NA,NA,NA
"129",1528099,0.00134736301809316,42,42,"S","Lawsonella clevelandensis","Lawsonella clevelandensis","Bacteria","G+","0","0","从人类脓肿中分离出的革兰氏阳性,厌氧多形性细菌。"
"130",1538553,0.00166816373668677,52,52,"S","Methylomonas denitrificans","Methylomonas denitrificans","Bacteria","G-","甲基单胞菌属","0","革兰氏阴性，好氧甲烷氧化型菌。"
"131",1715989,0.000737841652765302,23,23,"S","Candidatus Nitrospira inopinata","Candidatus Nitrospira inopinata","Bacteria","0","候选属","0","0"
"132",1736675,0.00125112280251508,39,39,"S","Devosia sp. A16","Devosia sp. A16","Bacteria","0","0","0","0"
"133",1755241,0.000769921724624663,24,24,"S","Anaerococcus nagyae","Anaerococcus nagyae","Bacteria",NA,NA,NA,NA
"134",1758194,0.00112280251507763,35,35,"S","Achromobacter sp. AONIH1","Achromobacter sp. AONIH1","Bacteria",NA,NA,NA,NA
"135",1812935,0.000384960862312332,12,12,"S","Enterobacter roggenkampii","Enterobacter roggenkampii","Bacteria","G-","肠杆菌属","0","0"
"136",1894999,0.00109072244321827,34,34,"S","Enhydrobacter sp.","Enhydrobacter sp.","Bacteria",NA,NA,NA,NA
"137",1936990,0.000705761580905941,22,22,"S","Nitrospira sp. KM1","Nitrospira sp. KM1","Bacteria",NA,NA,NA,NA
"138",2017486,0.00375336840754523,117,117,"S","Nocardioides sp. S5","Nocardioides sp. S5","Bacteria",NA,NA,NA,NA
"139",2020962,0.0289093298291721,88,88,"S","Malassezia vespertilionis","Malassezia vespertilionis","Eukaryota",NA,NA,NA,NA
"140",2060973,0.0275952693823916,84,84,"S","Purpureocillium takamizusanense","Purpureocillium takamizusanense","Eukaryota",NA,NA,NA,NA
"141",2133944,0.00285512639548313,89,89,"S","Pseudoprevotella muciniphila","Pseudoprevotella muciniphila","Bacteria",NA,NA,NA,NA
"142",2202825,0.00429872962915437,134,134,"S","Methylobacterium durans","Methylobacterium durans","Bacteria",NA,NA,NA,NA
"143",2231603,0.0788436268068331,240,240,"S","Akanthomyces muscarius","Akanthomyces muscarius","Eukaryota",NA,NA,NA,NA
"144",2305220,0.00259848582060824,81,81,"S","Streptomyces sp. W1SF4","Streptomyces sp. W1SF4","Bacteria",NA,NA,NA,NA
"145",2518605,0.000705761580905941,22,22,"S","Segatella hominis","Prevotella hominis","Bacteria",NA,NA,NA,NA
"146",2528021,0.000769921724624663,24,24,"S","Anatilimnocola aggregata","Anatilimnocola aggregata","Bacteria",NA,NA,NA,NA
"147",2528023,0.00102656229949955,32,32,"S","Urbifossiella limnaea","Urbifossiella limnaea","Bacteria",NA,NA,NA,NA
"148",2558918,0.00121904273065572,38,38,"S","Nocardioides cynanchi","Nocardioides cynanchi","Bacteria",NA,NA,NA,NA
"149",2559073,0.00186064416784294,58,58,"S","Cutibacterium modestum","Cutibacterium modestum","Bacteria",NA,NA,NA,NA
"150",2598453,0.00109072244321827,34,34,"S","Streptococcus sp. 116-D4","Streptococcus sp. 116-D4","Bacteria",NA,NA,NA,NA
"151",2650471,0.000802001796484024,25,25,"S","Lacipirellula parvula","Lacipirellula parvula","Bacteria",NA,NA,NA,NA
"152",2707174,0.000609521365327858,19,19,"S","Enterobacter sp. T2","Enterobacter sp. T2","Bacteria",NA,NA,NA,NA
"153",2710756,0.000609521365327858,19,19,"S","Streptomyces bathyalis","Streptomyces bathyalis","Bacteria",NA,NA,NA,NA
"154",2750025,0.00192480431156166,60,60,"S","Streptomyces sp. CB00271","Streptomyces sp. CB00271","Bacteria",NA,NA,NA,NA
"155",2760307,0.00256640574874888,80,80,"S","Paracoccus sp. MC1862","Paracoccus sp. MC1862","Bacteria",NA,NA,NA,NA
"156",2807512,0.00032080071859361,10,10,"S","Humisphaera borealis","Humisphaera borealis","Bacteria",NA,NA,NA,NA
"157",2819978,0.00465161041960734,145,145,"S","Cellulomonas fengjieae","Cellulomonas fengjieae","Bacteria",NA,NA,NA,NA
"158",2849779,0.00067368150904658,21,21,"S","Aquihabitans sp. G128","Aquihabitans sp. G128","Bacteria",NA,NA,NA,NA
"159",2884263,0.000609521365327858,19,19,"S","Dermatobacter hominis","Dermatobacter hominis","Bacteria",NA,NA,NA,NA
"160",2890321,0.00099448222764019,31,31,"S","Sphingomonas radiodurans","Sphingomonas radiodurans","Bacteria",NA,NA,NA,NA
"161",2913503,0.00519697164121648,162,162,"S","Corynebacterium marquesiae","Corynebacterium marquesiae","Bacteria",NA,NA,NA,NA
"162",2973512,0.000898242012062107,28,28,"S","Nitrospira tepida","Nitrospira tepida","Bacteria",NA,NA,NA,NA
"163",2984843,0.0105222635698704,328,328,"S","Methylobacterium flocculans","Methylobacterium sp. FF17","Bacteria",NA,NA,NA,NA
"164",3017361,0.00176440395226485,55,55,"S","Corynebacterium sp. SCR221107","Corynebacterium sp. SCR221107","Bacteria",NA,NA,NA,NA
"165",3058963,0.00211728474271782,66,66,"S","Methylomonas montana","Methylomonas sp. MW1","Bacteria",NA,NA,NA,NA
"166",3065396,0.00176440395226485,55,55,"S","Thermocoleostomius sinensis","Thermocoleostomius sinensis","Bacteria",NA,NA,NA,NA
"167",10863,0.347222222222222,25,25,"S1","Enterobacteria phage f1","Inovirus M13","Viruses","vir",NA,"噬菌体","0"
"168",11008,0.0694444444444444,5,5,"S","Saccharomyces cerevisiae virus L-A","Saccharomyces cerevisiae virus L-A","Viruses","vir",NA,"0","0"
"169",12253,0.0416666666666667,3,3,"S","Tomato mosaic virus","Tomato mosaic virus","Viruses","vir",NA,"植物病毒","0"
"170",42478,0.125,9,9,"S1","Saccharomyces cerevisiae virus L-BC (La)","Saccharomyces cerevisiae virus LBCLa","Viruses","vir",NA,"0","0"
"171",129951,0.208333333333333,15,15,"S","Human mastadenovirus C","Human mastadenovirus C","Viruses","vir",NA,"人类哺乳动物腺病毒","急性呼吸道疾病（acute respiratory diseases，ARD）这一综合征由咽炎、发热、咳嗽和全身不适为特点，常在军队的新兵中流行，多因突然紧张、劳累、聚集等所致。此感染多由腺病毒4、7型引起，也可见于3型。"
"172",186772,0.0138888888888889,1,1,"S","Saccharomyces 20S RNA narnavirus","Saccharomyces 20S RNA narnavirus","Viruses","vir",NA,"0","0"
"173",425279,0.0416666666666667,3,3,"S","Rehmannia mosaic virus","Rehmannia mosaic virus","Viruses","vir",NA,"0","0"
"174",1977402,0,33,0,"S","Inovirus M13","Inovirus M13","Viruses",NA,NA,NA,NA
"175",2170233,0,9,0,"S","Saccharomyces cerevisiae virus LBCLa","Saccharomyces cerevisiae virus LBCLa","Viruses",NA,NA,NA,NA
"176",2776820,0.0277777777777778,2,2,"S1","Erwinia phage PEar6","Lineavirus pear","Viruses",NA,NA,NA,NA
"177",2816848,0.0138888888888889,1,1,"S1","Bangali torovirus","Torovirus banli","Viruses",NA,NA,NA,NA
"178",2847073,0.111111111111111,8,8,"S1","Escherichia phage fd","Inovirus M13","Viruses",NA,NA,NA,NA
"179",2956124,0,2,0,"S","Lineavirus pear","Lineavirus pear","Viruses",NA,NA,NA,NA
"180",2956540,0,1,0,"S","Torovirus banli","Torovirus banli","Viruses",NA,NA,NA,NA
