"","taxonomy_id","Perct","Reads","Specific_reads","Level","Taxa_names","species","Kingdom","Gram+/-","菌属中文名","菌种中文名","名词解释"
"120",1078471,0.000688050850234265,21,21,"S","Serinicoccus profundi","Serinicoccus profundi","Bacteria",NA,NA,NA,NA
"121",1196083,0.00114675141705711,35,35,"S","Snodgrassella alvi","Snodgrassella alvi","Bacteria","0","0","0","无人类致病性报道。"
"122",1220207,0.00341685649202733,15,15,"S","Aspergillus puulaauensis","Aspergillus puulaauensis","Eukaryota",NA,NA,NA,NA
"123",1266052,0.000622522197831002,19,19,"S","Psychrosphaera aestuarii","Psychrosphaera aestuarii","Bacteria",NA,NA,NA,NA
"124",1324352,0.000622522197831002,19,19,"S","Chryseobacterium gallinarum","Chryseobacterium gallinarum","Bacteria","G-","金黄杆菌属","","金黄杆菌属菌种，在德国从鸡中分离出来，革兰阴性，棒状。"
"125",1470200,0.001245044395662,38,38,"S","Neisseria arctica","Neisseria arctica","Bacteria",NA,NA,NA,NA
"126",1528099,0.00150715900527506,46,46,"S","Lawsonella clevelandensis","Lawsonella clevelandensis","Bacteria","G+","0","0","从人类脓肿中分离出的革兰氏阳性,厌氧多形性细菌。"
"127",1585976,0.000425936240621212,13,13,"S","Bergeyella cardium","Bergeyella cardium","Bacteria",NA,NA,NA,NA
"128",1720344,0.00648733658792307,198,198,"S","Psychrobacter sp. AntiMn-1","Psychrobacter sp. AntiMn-1","Bacteria","G-","嗜冷杆菌属","0","0"
"129",1734106,0.00842824601366743,37,37,"S","Kwoniella shandongensis","Kwoniella shandongensis","Eukaryota",NA,NA,NA,NA
"130",1758194,0.000491464893024475,15,15,"S","Achromobacter sp. AONIH1","Achromobacter sp. AONIH1","Bacteria",NA,NA,NA,NA
"131",1979527,0.00399724779659906,122,122,"S","Corynebacterium kefirresidentii","Corynebacterium kefirresidentii","Bacteria",NA,NA,NA,NA
"132",2004710,0.00190033091969464,58,58,"S","Cloacibacterium caeni","Cloacibacterium caeni","Bacteria",NA,NA,NA,NA
"133",2017486,0.001245044395662,38,38,"S","Nocardioides sp. S5","Nocardioides sp. S5","Bacteria",NA,NA,NA,NA
"134",2020962,0.028246013667426,124,124,"S","Malassezia vespertilionis","Malassezia vespertilionis","Eukaryota",NA,NA,NA,NA
"135",2202825,0.00111398709085548,34,34,"S","Methylobacterium durans","Methylobacterium durans","Bacteria",NA,NA,NA,NA
"136",2202828,0.00206415255070279,63,63,"S","Methylobacterium radiodurans","Methylobacterium radiodurans","Bacteria",NA,NA,NA,NA
"137",2487072,0.000819108155040792,25,25,"S","Epilithonimonas vandammei","Epilithonimonas vandammei","Bacteria",NA,NA,NA,NA
"138",2508168,0.00039317191441958,12,12,"S","Luteimonas sp. YGD11-2","Luteimonas sp. YGD11-2","Bacteria",NA,NA,NA,NA
"139",2559073,0.00147439467907342,45,45,"S","Cutibacterium modestum","Cutibacterium modestum","Bacteria",NA,NA,NA,NA
"140",2589076,0.00137610170046853,42,42,"S","Paracoccus sp. AK26","Paracoccus sp. AK26","Bacteria",NA,NA,NA,NA
"141",2598453,0.00157268765767832,48,48,"S","Streptococcus sp. 116-D4","Streptococcus sp. 116-D4","Bacteria",NA,NA,NA,NA
"142",2707174,0.00140886602667016,43,43,"S","Enterobacter sp. T2","Enterobacter sp. T2","Bacteria",NA,NA,NA,NA
"143",2732163,0.000425936240621212,13,13,"S","Limnobacter profundi","Limnobacter sp. SAORIC-580","Bacteria",NA,NA,NA,NA
"144",2754726,0.00131057304806527,40,40,"S","Corynebacterium haemomassiliense","Corynebacterium haemomassiliense","Bacteria",NA,NA,NA,NA
"145",2760307,0.00127780872186363,39,39,"S","Paracoccus sp. MC1862","Paracoccus sp. MC1862","Bacteria",NA,NA,NA,NA
"146",2760308,0.00039317191441958,12,12,"S","Propioniciclava sp. MC1595","Propioniciclava sp. MC1595","Bacteria",NA,NA,NA,NA
"147",2763008,0.000688050850234265,21,21,"S","Nocardioides sp. zg-1228","Nocardioides sp. zg-1228","Bacteria",NA,NA,NA,NA
"148",2892442,0.00340748992496969,104,104,"S","Pseudomonas sp. CIP-10","Pseudomonas sp. CIP-10","Bacteria",NA,NA,NA,NA
"149",2913503,0.00432489105861538,132,132,"S","Corynebacterium marquesiae","Corynebacterium marquesiae","Bacteria",NA,NA,NA,NA
"150",2937788,0.001245044395662,38,38,"S","Sphingomonas sp. SUN019","Sphingomonas sp. SUN019","Bacteria",NA,NA,NA,NA
"151",2984843,0.00399724779659906,122,122,"S","Methylobacterium flocculans","Methylobacterium sp. FF17","Bacteria",NA,NA,NA,NA
"152",3017361,0.000458700566822843,14,14,"S","Corynebacterium sp. SCR221107","Corynebacterium sp. SCR221107","Bacteria",NA,NA,NA,NA
"153",3064892,0.00347301857737296,106,106,"S","Psychrobacter sp. van23A","Psychrobacter sp. van23A","Bacteria",NA,NA,NA,NA
"154",10665,0,1,0,"S","Tequatrovirus T4","Tequatrovirus T4","Viruses",NA,NA,NA,NA
"155",10760,0.000146061554512259,7,7,"S1","Escherichia phage T7","Teseptimavirus T7","Viruses",NA,NA,NA,NA
"156",10863,4.17318727177882e-05,2,2,"S1","Enterobacteria phage f1","Inovirus M13","Viruses","vir",NA,"噬菌体","0"
"157",12239,2.08659363588941e-05,1,1,"S","Pepper mild mottle virus","Pepper mild mottle virus","Viruses","vir",NA,"0","0"
"158",37124,0.999081898800209,47881,47881,"S","Chikungunya virus","Chikungunya virus","Viruses","vir",NA,"基孔肯雅病毒","基孔肯雅热是由基孔肯雅病毒（CHIKV）引起，经伊蚊传播，以发热、皮疹及关节疼痛为主要特征的急性传染病。1952年首次在坦桑尼亚证实了基孔肯雅热流行，1956年分离到病毒。本病主要流行于非洲和东南亚地区，近年在印度洋地区造成了大规模流行。"
"159",42478,2.08659363588941e-05,1,1,"S1","Saccharomyces cerevisiae virus L-BC (La)","Saccharomyces cerevisiae virus LBCLa","Viruses","vir",NA,"0","0"
"160",129951,0.000229525299947835,11,11,"S","Human mastadenovirus C","Human mastadenovirus C","Viruses","vir",NA,"人类哺乳动物腺病毒","急性呼吸道疾病（acute respiratory diseases，ARD）这一综合征由咽炎、发热、咳嗽和全身不适为特点，常在军队的新兵中流行，多因突然紧张、劳累、聚集等所致。此感染多由腺病毒4、7型引起，也可见于3型。"
"161",1412875,2.08659363588941e-05,1,1,"S1","Lactococcus phage phiL47","Audreyjarvisvirus L47","Viruses","vir",NA,"噬菌体","0"
"162",1440170,0.000125195618153365,6,6,"S","Madariaga virus","Madariaga virus","Viruses","vir",NA,"0","0"
"163",1500798,2.08659363588941e-05,1,1,"S1","Propionibacterium phage PHL009M11","Pahexavirus PHL009M11","Viruses","vir",NA,"噬菌体","0"
"164",1500814,2.08659363588941e-05,1,1,"S1","Propionibacterium phage PHL095N00","Pahexavirus PHL095N00","Viruses","vir",NA,"噬菌体","0"
"165",1500816,4.17318727177882e-05,2,2,"S1","Propionibacterium phage PHL116M00","Pahexavirus PHL116M00","Viruses","vir",NA,"噬菌体","0"
"166",1655012,2.08659363588941e-05,1,1,"S1","Propionibacterium phage Attacne","Pahexavirus attacne","Viruses","vir",NA,"噬菌体","0"
"167",1655019,2.08659363588941e-05,1,1,"S1","Propionibacterium phage Procrass1","Pahexavirus procrass1","Viruses","vir",NA,"噬菌体","0"
"168",1655023,2.08659363588941e-05,1,1,"S1","Propionibacterium phage Wizzo","Pahexavirus wizzo","Viruses","vir",NA,"噬菌体","0"
"169",1977402,0,2,0,"S","Inovirus M13","Inovirus M13","Viruses",NA,NA,NA,NA
"170",1982254,0,1,0,"S","Pahexavirus attacne","Pahexavirus attacne","Viruses",NA,NA,NA,NA
"171",1982273,0,1,0,"S","Pahexavirus PHL009M11","Pahexavirus PHL009M11","Viruses",NA,NA,NA,NA
"172",1982283,0,1,0,"S","Pahexavirus PHL095N00","Pahexavirus PHL095N00","Viruses",NA,NA,NA,NA
"173",1982288,0,2,0,"S","Pahexavirus PHL116M00","Pahexavirus PHL116M00","Viruses",NA,NA,NA,NA
"174",1982304,0,1,0,"S","Pahexavirus procrass1","Pahexavirus procrass1","Viruses",NA,NA,NA,NA
"175",1982308,0,1,0,"S","Pahexavirus wizzo","Pahexavirus wizzo","Viruses",NA,NA,NA,NA
"176",1985738,0,7,0,"S","Teseptimavirus T7","Teseptimavirus T7","Viruses",NA,NA,NA,NA
"177",2169701,2.08659363588941e-05,1,1,"S","Onyong-nyong virus","Onyong-nyong virus","Viruses","vir",NA,"0","0"
"178",2170233,0,1,0,"S","Saccharomyces cerevisiae virus LBCLa","Saccharomyces cerevisiae virus LBCLa","Viruses",NA,NA,NA,NA
"179",2681598,2.08659363588941e-05,1,1,"S1","Escherichia phage T4","Tequatrovirus T4","Viruses",NA,NA,NA,NA
"180",2776820,6.25978090766823e-05,3,3,"S1","Erwinia phage PEar6","Lineavirus pear","Viruses",NA,NA,NA,NA
"181",2816848,2.08659363588941e-05,1,1,"S1","Bangali torovirus","Torovirus banli","Viruses",NA,NA,NA,NA
"182",2845480,0,1,0,"S","Audreyjarvisvirus L47","Audreyjarvisvirus L47","Viruses",NA,NA,NA,NA
"183",2956124,0,3,0,"S","Lineavirus pear","Lineavirus pear","Viruses",NA,NA,NA,NA
"184",2956540,0,1,0,"S","Torovirus banli","Torovirus banli","Viruses",NA,NA,NA,NA
"185",2970490,4.17318727177882e-05,2,2,"S","Xanthomonas phage vB_Xar_IVIA-DoCa1","Xanthomonas phage vB_Xar_IVIA-DoCa1","Viruses",NA,NA,NA,NA
